Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Short Quote (10–25 words),10,3039,length_match,New York was purchased for 24 in trinkets and beads.,1
Short Quote (10–25 words),10,3040,length_match,"Yet if that 24 had been invested at 8 percent annually, that 24 would have been worth more than 28 trillion by 1995.",1
Investment Advice,10,3040,invest,"Yet if that 24 had been invested at 8 percent annually, that 24 would have been worth more than 28 trillion by 1995.",3
Short Quote (10–25 words),10,3041,length_match,Manhattan could be repurchased with money left over to buy much of Los Angeles.,1
Money Terms,10,3041,money,Manhattan could be repurchased with money left over to buy much of Los Angeles.,2
Short Quote (10–25 words),10,3042,length_match,But what if you dont have much time left or would like to retire early?,1
Money Terms,10,3043,money,How do you handle the fear of losing money?,2
Fear & Risk,10,3043,fear,How do you handle the fear of losing money?,2
Short Quote (10–25 words),10,3045,length_match,"He simply avoided the issue, refusing to discuss the subject.",1
Short Quote (10–25 words),10,3046,length_match,"My rich dad, on the other hand, recommended that I think like a Texan.",1
Short Quote (10–25 words),10,3055,length_match,"Show me a happy loser, and Ill show you a loser, said rich dad.",1
Short Quote (10–25 words),10,3056,length_match,"Its a Texans attitude toward risk, reward, and failure Im talking about.",1
Fear & Risk,10,3056,risk,"Its a Texans attitude toward risk, reward, and failure Im talking about.",2
Mindset & Thinking,10,3056,attitude,"Its a Texans attitude toward risk, reward, and failure Im talking about.",3
Money Terms,10,3059,money,"Not like most of the people around here, living like roaches when it comes to money, terrified that someone will shine a light on them, and whimpering when the grocery clerk shortchanges them a quarter.",2
Rich vs Poor Mindset,10,3060,Rich Dad Poor,130 Rich Dad Poor Dad Rich dad went on.,4
Mindset & Thinking,10,3061,attitude,What I like best is the Texas attitude.,3
Short Quote (10–25 words),10,3062,length_match,"Theyre proud when they win, and they brag when they lose.",1
Short Quote (10–25 words),10,3063,length_match,"Texans have a saying, If youre going to go broke, go big.",1
Short Quote (10–25 words),10,3064,length_match,You dont want to admit you went broke over a duplex.,1
Short Quote (10–25 words),10,3065,length_match,He constantly told Mike and me that the greatest reason for lack of financial success was because most people played it too safe.,1
Short Quote (10–25 words),10,3066,length_match,People are so afraid of losing that they lose were his words.,1
Short Quote (10–25 words),10,3067,length_match,"Fran Tarkenton, a onetime great NFL quarterback, says it still another way Winning means being unafraid to lose.",1
Short Quote (10–25 words),10,3068,length_match,"In my own life, Ive noticed that winning usually follows losing.",1
Short Quote (10–25 words),10,3069,length_match,"Before I finally learned to ride a bike, I first fell down many times.",1
Short Quote (10–25 words),10,3070,length_match,Ive never met a golfer who has never lost a golf ball.,1
Short Quote (10–25 words),10,3071,length_match,Ive never met people who have fallen in love who have never had their heart broken.,1
Short Quote (10–25 words),10,3072,length_match,And Ive never met someone rich who has never lost money.,1
Money Terms,10,3072,money,And Ive never met someone rich who has never lost money.,2
Money Terms,10,3073,money,"So for most people, the reason they dont win financially is because the pain of losing money is far greater than the joy of being rich.",2
Short Quote (10–25 words),10,3074,length_match,"Another saying in Texas is, Everyone wants to go to heaven, but no one wants to die.",1
Short Quote (10–25 words),10,3075,length_match,"Most people dream of being rich, but are terrified of losing money.",1
Money Terms,10,3075,money,"Most people dream of being rich, but are terrified of losing money.",2
Short Quote (10–25 words),10,3076,length_match,"So they never For most people, the get to heaven.",1
Short Quote (10–25 words),10,3077,length_match,reason they dont win Rich dad used to tell Mike and me financially is because stories about his trips to Texas.,1
Money Terms,10,3078,money,"If you the pain of losing money really want to learn the attitude of how is far greater than the to handle risk, losing, and failure, go to San Antonio and visit the Alamo.",2
Fear & Risk,10,3078,risk,"If you the pain of losing money really want to learn the attitude of how is far greater than the to handle risk, losing, and failure, go to San Antonio and visit the Alamo.",2
Mindset & Thinking,10,3078,attitude,"If you the pain of losing money really want to learn the attitude of how is far greater than the to handle risk, losing, and failure, go to San Antonio and visit the Alamo.",3
Short Quote (10–25 words),10,3080,length_match,"Alamo is a great story of brave people who chose to fight, knowing there was no hope of success.",1
Fear & Risk,10,3085,failure,So how do Texans handle failure?,2
Short Quote (10–25 words),10,3088,length_match,"He always told us this story when he was about to go into a big deal, and he was nervous.",1
Short Quote (10–25 words),10,3089,length_match,"After he had done all his due diligence and it was time to put up or shut up, he told us this story.",1
Short Quote (10–25 words),10,3090,length_match,"Every time he was afraid of making a mistake or losing 131 Chapter Seven Overcoming Obstacles money, he told us this story.",1
Money Terms,10,3090,money,"Every time he was afraid of making a mistake or losing 131 Chapter Seven Overcoming Obstacles money, he told us this story.",2
Fear & Risk,10,3090,mistake,"Every time he was afraid of making a mistake or losing 131 Chapter Seven Overcoming Obstacles money, he told us this story.",2
Short Quote (10–25 words),10,3091,length_match,"It gave him strength, for it reminded him that he could always turn a financial loss into a financial win.",1
Short Quote (10–25 words),10,3092,length_match,Rich dad knew that failure would only make him stronger and smarter.,1
Fear & Risk,10,3092,failure,Rich dad knew that failure would only make him stronger and smarter.,2
Short Quote (10–25 words),10,3094,length_match,He just knew who he was and how he would take a loss.,1
Short Quote (10–25 words),10,3095,length_match,He would take a loss and make it a win.,1
Short Quote (10–25 words),10,3097,length_match,It gave him the courage to cross the line when others backed out.,1
Short Quote (10–25 words),10,3098,length_match,"Thats why I like Texans so much, he would say.",1
Short Quote (10–25 words),10,3099,length_match,They took a great failure and turned it into inspiration as well a tourist destination that makes them millions.,1
Fear & Risk,10,3099,failure,They took a great failure and turned it into inspiration as well a tourist destination that makes them millions.,2
Short Quote (10–25 words),10,3100,length_match,But probably his words that mean the most to me today are these Texans dont bury their failures.,1
Short Quote (10–25 words),10,3102,length_match,They take their failures and turn them into rallying cries.,1
Fear & Risk,10,3103,Failure,Failure inspires Texans to become winners.,2
Short Quote (10–25 words),10,3104,length_match,But that formula is not just the formula for Texans.,1
Short Quote (10–25 words),10,3106,length_match,Ive said that falling off my bike was part of learning to ride.,1
Business & Education,10,3106,learning,Ive said that falling off my bike was part of learning to ride.,2
Short Quote (10–25 words),10,3107,length_match,"I remember falling off only made me more determined to learn to ride, not less.",1
Short Quote (10–25 words),10,3108,length_match,I also said that I have never Failure inspires winners.,1
Fear & Risk,10,3108,Failure,I also said that I have never Failure inspires winners.,2
Fear & Risk,10,3110,Failure,Failure defeats losers.,2
Short Quote (10–25 words),10,3111,length_match,"For top professional golfers, losing a ball or a tournament provides the inspiration to be better, to practice harder, to study more.",1
Short Quote (10–25 words),10,3116,length_match,"Rockefeller, who said, I always tried to turn every disaster into an opportunity.",1
Short Quote (10–25 words),10,3118,length_match,Many people say that Pearl Harbor was an American mistake.,1
Fear & Risk,10,3118,mistake,Many people say that Pearl Harbor was an American mistake.,2
Fear & Risk,10,3119,mistake,I say it was a Japanese mistake.,2
Short Quote (10–25 words),10,3120,length_match,"From the movie, Tora, Tora, Tora, a somber Japanese admiral says to his cheering subordinates, I am afraid we have awakened a sleeping giant.",1
Short Quote (10–25 words),10,3122,length_match,It turned one of Americas greatest losses into the reason to win.,1
Short Quote (10–25 words),10,3123,length_match,"This great defeat gave America strength, and America soon emerged as a world power.",1
Fear & Risk,10,3124,Failure,Failure inspires winners.,2
Fear & Risk,10,3125,failure,And failure defeats losers.,2
Short Quote (10–25 words),10,3128,length_match,"The greatest 132 Rich Dad Poor Dad secret of winners is that failure inspires winning thus, theyre not afraid of losing.",1
Rich vs Poor Mindset,10,3128,Rich Dad Poor,"The greatest 132 Rich Dad Poor Dad secret of winners is that failure inspires winning thus, theyre not afraid of losing.",4
Fear & Risk,10,3128,failure,"The greatest 132 Rich Dad Poor Dad secret of winners is that failure inspires winning thus, theyre not afraid of losing.",2
Short Quote (10–25 words),10,3129,length_match,"Repeating Fran Tarkentons quote, Winning means being unafraid to lose.",1
Short Quote (10–25 words),10,3130,length_match,"People like Fran Tarkenton are not afraid of losing, because they know who they are.",1
Short Quote (10–25 words),10,3131,length_match,"They hate losing, so they know that losing will only inspire them to become better.",1
Short Quote (10–25 words),10,3132,length_match,There is a big difference between hating losing and being afraid to lose.,1
Short Quote (10–25 words),10,3133,length_match,Most people are so afraid of losing money that they lose.,1
Money Terms,10,3133,money,Most people are so afraid of losing money that they lose.,2
Short Quote (10–25 words),10,3136,length_match,"They buy big houses and big cars, but not big investments.",1
Investment Advice,10,3136,invest,"They buy big houses and big cars, but not big investments.",3
Short Quote (10–25 words),10,3137,length_match,The main reason that over 90 percent of the American public struggles financially is because they play not to lose.,1
Short Quote (10–25 words),10,3139,length_match,They go to their financial planners or accountants or stockbrokers and buy a balanced portfolio.,1
Short Quote (10–25 words),10,3140,length_match,"Most have lots of cash in CDs, lowyield bonds, mutual funds that can be traded within a mutualfund family, and a few individual stocks.",1
Short Quote (10–25 words),10,3143,length_match,It is a portfolio of someone playing not to lose.,1
Short Quote (10–25 words),10,3145,length_match,"Its probably a better portfolio than more than 70 percent of the population has, and thats frightening.",1
Short Quote (10–25 words),10,3147,length_match,But playing it safe and balanced on your investment portfolio is not the way successful investors play the game.,1
Investment Advice,10,3147,invest,But playing it safe and balanced on your investment portfolio is not the way successful investors play the game.,3
Short Quote (10–25 words),10,3148,length_match,"If you have little money and you want to be rich, you must first be focused, not balanced.",1
Money Terms,10,3148,money,"If you have little money and you want to be rich, you must first be focused, not balanced.",2
Short Quote (10–25 words),10,3149,length_match,"If you look at any successful person, at the start they were not balanced.",1
Short Quote (10–25 words),10,3161,length_match,He focused them and blew through the weak spots in the German line.,1
Short Quote (10–25 words),10,3162,length_match,"The French went wide with the Maginot Line, and you know what happened to them.",1
Short Quote (10–25 words),10,3163,length_match,"If you have any desire to be rich, you must focus.",1
Short Quote (10–25 words),10,3164,length_match,Do not do what poor and middleclass people do put their few eggs in many baskets.,1
Short Quote (10–25 words),10,3165,length_match,Put a lot of your eggs in a few baskets and FOCUS Follow One Course Until Successful.,1
Short Quote (10–25 words),10,3166,length_match,"133 Chapter Seven Overcoming Obstacles If you hate losing, play it safe.",1
Investment Advice,10,3168,invest,Go with balanced investments.,3
Short Quote (10–25 words),10,3169,length_match,"If youre over 25 years old and are terrified of taking risks, dont change.",1
Fear & Risk,10,3169,risk,"If youre over 25 years old and are terrified of taking risks, dont change.",2
Short Quote (10–25 words),10,3171,length_match,Start accumulating your nest egg early because it will take time.,1
Advice Command,10,3171,Start,Start accumulating your nest egg early because it will take time.,3
Short Quote (10–25 words),10,3172,length_match,"But if you have dreams of freedomof getting out of the Rat Racethe first question to ask yourself is, How do I respond to failure?",1
Fear & Risk,10,3172,failure,"But if you have dreams of freedomof getting out of the Rat Racethe first question to ask yourself is, How do I respond to failure?",2
Short Quote (10–25 words),10,3173,length_match,"If failure inspires you to win, maybe you should go for itbut only maybe.",1
Fear & Risk,10,3173,failure,"If failure inspires you to win, maybe you should go for itbut only maybe.",2
Fear & Risk,10,3174,failure,If failure makes you weak or causes you to throw temper tantrumslike spoiled brats who call attorneys to file lawsuits every time something doesnt go their waythen play it safe.,2
Short Quote (10–25 words),10,3177,length_match,"But remember, there is risk in those financial instruments also, even though they may appear safe.",1
Fear & Risk,10,3177,risk,"But remember, there is risk in those financial instruments also, even though they may appear safe.",2
Short Quote (10–25 words),10,3178,length_match,"I say all this, mentioning Texas and Fran Tarkenton, because stacking the asset column is easy.",1
Assets vs Liabilities,10,3178,asset,"I say all this, mentioning Texas and Fran Tarkenton, because stacking the asset column is easy.",3
Business & Education,10,3180,education,It doesnt take much education.,2
Short Quote (10–25 words),10,3182,length_match,But building your asset column is a game in which attitude plays a major role.,1
Assets vs Liabilities,10,3182,asset,But building your asset column is a game in which attitude plays a major role.,3
Mindset & Thinking,10,3182,attitude,But building your asset column is a game in which attitude plays a major role.,3
Short Quote (10–25 words),10,3183,length_match,"It takes guts, patience, and a great attitude toward failure.",1
Fear & Risk,10,3183,failure,"It takes guts, patience, and a great attitude toward failure.",2
Mindset & Thinking,10,3183,attitude,"It takes guts, patience, and a great attitude toward failure.",3
Fear & Risk,10,3185,failure,And failure turns losers into winners.,2
Short Quote (10–25 words),10,3189,length_match,Most of us know the story of Chicken Little who ran around warning the barnyard of impending doom.,1
Short Quote (10–25 words),10,3192,length_match,"As I stated earlier, the cynic is really a little chicken.",1
Short Quote (10–25 words),10,3193,length_match,We all get a little chicken when fear and doubt cloud our thoughts.,1
Fear & Risk,10,3193,fear,We all get a little chicken when fear and doubt cloud our thoughts.,2
Investment Advice,10,3200,invest,What if the economy crashes right after I invest?,3
Short Quote (10–25 words),10,3201,length_match,What if I lose control and I cant pay the money back?,1
Money Terms,10,3201,money,What if I lose control and I cant pay the money back?,2
Short Quote (10–25 words),10,3203,length_match,Or we have friends or loved ones who will remind us of our shortcomings.,1
Short Quote (10–25 words),10,3204,length_match,"They often say, What makes you think you can do that?",1
Short Quote (10–25 words),10,3205,length_match,"If its such a good idea, how come someone else hasnt done it?",1
Short Quote (10–25 words),10,3208,length_match,These words of doubt often get so loud 134 Rich Dad Poor Dad that we fail to act.,1
Rich vs Poor Mindset,10,3208,Rich Dad Poor,These words of doubt often get so loud 134 Rich Dad Poor Dad that we fail to act.,4
Short Quote (10–25 words),10,3212,length_match,"So we stay with what is safe, and opportunities pass us by.",1
Short Quote (10–25 words),10,3213,length_match,We watch life passing by as we sit immobilized with a cold knot in our body.,1
Short Quote (10–25 words),10,3214,length_match,"We have all felt this at one time in our lives, some more than others.",1
Short Quote (10–25 words),10,3215,length_match,"Peter Lynch of Fidelity Magellan mutualfund fame refers to warnings about the sky falling as noise, and we all hear it.",1
Short Quote (10–25 words),10,3216,length_match,"Noise is either created inside our heads or comes from outside, often from friends, family, coworkers, and the media.",1
Short Quote (10–25 words),10,3218,length_match,"If they had invested that money wisely in the market, instead of building a fallout shelter, theyd probably be financially independent today.",1
Money Terms,10,3218,money,"If they had invested that money wisely in the market, instead of building a fallout shelter, theyd probably be financially independent today.",2
Investment Advice,10,3218,invest,"If they had invested that money wisely in the market, instead of building a fallout shelter, theyd probably be financially independent today.",3
Short Quote (10–25 words),10,3219,length_match,"When violence breaks out in a city, gun sales go up all over the country.",1
Short Quote (10–25 words),10,3220,length_match,"A person dies from rare hamburger meat in the state of Washington, and the Arizona Health Department orders restaurants to have all beef cooked welldone.",1
Short Quote (10–25 words),10,3221,length_match,A drug company runs a TV commercial in February showing people catching the flu.,1
Short Quote (10–25 words),10,3222,length_match,Colds go up as well as sales of cold medicine.,1
Short Quote (10–25 words),10,3223,length_match,"Most people are poor because, when it comes to investing, the world is filled with Chicken Littles running around yelling, The sky is falling!",1
Investment Advice,10,3223,invest,"Most people are poor because, when it comes to investing, the world is filled with Chicken Littles running around yelling, The sky is falling!",3
Short Quote (10–25 words),10,3225,length_match,"And Chicken Littles are effective, because every one of us is a little chicken.",1
Short Quote (10–25 words),10,3226,length_match,It often takes great courage to not let rumors and talk of doom and gloom affect your doubts and fears.,1
Fear & Risk,10,3226,fear,It often takes great courage to not let rumors and talk of doom and gloom affect your doubts and fears.,2
Short Quote (10–25 words),10,3227,length_match,But a savvy investor knows that the seemingly worst of times is actually the best of times to make money.,1
Money Terms,10,3227,money,But a savvy investor knows that the seemingly worst of times is actually the best of times to make money.,2
Investment Advice,10,3227,invest,But a savvy investor knows that the seemingly worst of times is actually the best of times to make money.,3
Short Quote (10–25 words),10,3228,length_match,"When everyone else is too afraid to act, they pull the trigger and are rewarded.",1
Short Quote (10–25 words),10,3229,length_match,"Some time ago, a friend named Richard came from Boston to visit Kim and me in Phoenix.",1
Short Quote (10–25 words),10,3230,length_match,He was impressed with what we had done through stocks and real estate.,1
Short Quote (10–25 words),10,3232,length_match,We spent two days showing him what we thought were excellent opportunities for cash flow and capital appreciation.,1
Short Quote (10–25 words),10,3233,length_match,135 Chapter Seven Overcoming Obstacles Kim and I are not real estate agents.,1
Investment Advice,10,3234,invest,We are strictly investors.,3
Short Quote (10–25 words),10,3235,length_match,"After identifying a unit in a resort community, we called an agent who sold it to him that afternoon.",1
Short Quote (10–25 words),10,3236,length_match,"The price was a mere 42,000 for a twobedroom townhome.",1
Short Quote (10–25 words),10,3240,length_match,"Two weeks later, the agent called to say that our friend had backed out.",1
Short Quote (10–25 words),10,3242,length_match,"All he said was that he talked to his neighbor, and his neighbor told him it was a bad deal.",1
Investment Advice,10,3244,invest,I asked Richard if his neighbor was an investor.,3
Short Quote (10–25 words),10,3246,length_match,"When I asked why he listened to him, Richard got defensive and simply said he wanted to keep looking.",1
Short Quote (10–25 words),10,3249,length_match,"All Richard had to put down was 5,000 and he would have had a start at getting out of the Rat Race.",1
Short Quote (10–25 words),10,3252,length_match,"Its called buyers remorse, and it affects all of us.",1
Short Quote (10–25 words),10,3253,length_match,"The little chicken won, and a chance at freedom was lost.",1
Short Quote (10–25 words),10,3254,length_match,"In another example, I hold a small portion of my assets in taxlien certificates instead of CDs.",1
Assets vs Liabilities,10,3254,assets,"In another example, I hold a small portion of my assets in taxlien certificates instead of CDs.",3
Short Quote (10–25 words),10,3255,length_match,"I earn 16 percent per year on my money, which certainly beats the interest rates banks offer on CDs.",1
Money Terms,10,3255,earn,"I earn 16 percent per year on my money, which certainly beats the interest rates banks offer on CDs.",2
Short Quote (10–25 words),10,3256,length_match,"The certificates are secured by real estate and enforced by state law, which is also better than most banks.",1
Short Quote (10–25 words),10,3259,length_match,So I look at them as 2 to 7year CDs.,1
Money Terms,10,3260,money,"Almost every time I tell someone that I hold my money this way, especially if they have money in CDs, they will tell me its risky.",2
Fear & Risk,10,3260,risk,"Almost every time I tell someone that I hold my money this way, especially if they have money in CDs, they will tell me its risky.",2
Short Quote (10–25 words),10,3262,length_match,"When I ask them where they get their information, they say from a friend or an investment magazine.",1
Investment Advice,10,3262,invest,"When I ask them where they get their information, they say from a friend or an investment magazine.",3
Short Quote (10–25 words),10,3263,length_match,"Theyve never done it, and theyre telling someone whos doing it why they shouldnt.",1
Short Quote (10–25 words),10,3264,length_match,"The lowest yield I look for is 16 percent, but people who are filled with doubt are willing to accept a far lower return.",1
Investment Advice,10,3264,return,"The lowest yield I look for is 16 percent, but people who are filled with doubt are willing to accept a far lower return.",3
Short Quote (10–25 words),10,3266,length_match,136 Rich Dad Poor Dad My point is that its those doubts and cynicism that keep most people poor and playing it safe.,1
Rich vs Poor Mindset,10,3266,Rich Dad Poor Dad My point is that its those doubts and cynicism that keep most people poor,136 Rich Dad Poor Dad My point is that its those doubts and cynicism that keep most people poor and playing it safe.,4
Short Quote (10–25 words),10,3267,length_match,The real world is simply waiting for you to get rich.,1
Short Quote (10–25 words),10,3269,length_match,"As I said, getting out of the Rat Race is technically easy.",1
Short Quote (10–25 words),10,3270,length_match,"It doesnt take much education, but those doubts are cripplers for most people.",1
Business & Education,10,3270,education,"It doesnt take much education, but those doubts are cripplers for most people.",2
Fear & Risk,10,3272,fear,Unchecked doubt and fear creates a cynic.,2
Short Quote (10–25 words),10,3273,length_match,"Cynics criticize, and winners analyze was another of his favorite sayings.",1
Short Quote (10–25 words),10,3274,length_match,Rich dad explained that criticism blinded while analysis opened eyes.,1
Short Quote (10–25 words),10,3275,length_match,"Analysis allowed winners to see that critics were blind, and to see opportunities that everyone else missed.",1
Short Quote (10–25 words),10,3276,length_match,And finding what people miss is key to any success.,1
Short Quote (10–25 words),10,3277,length_match,Real estate is a powerful investment tool for anyone seeking financial independence or freedom.,1
Investment Advice,10,3277,invest,Real estate is a powerful investment tool for anyone seeking financial independence or freedom.,3
Investment Advice,10,3278,invest,It is a unique investment tool.,3
Short Quote (10–25 words),10,3279,length_match,"Yet every time I mention real estate as a vehicle, I often hear, I dont want to fix toilets.",1
Fear & Risk,10,3281,fear,"Thats what my rich dad would say is the cynic talking, someone who criticizes and does not analyze, someone who lets their doubts and fears close their mind instead of open their eyes.",2
Short Quote (10–25 words),10,3282,length_match,"So when someone says, I dont want to fix toilets, I want to fire back, What makes you think I want to?",1
Short Quote (10–25 words),10,3283,length_match,Theyre saying a toilet is more important than what they want.,1
Short Quote (10–25 words),10,3284,length_match,"I talk about freedom from the Rat Race, and they focus on toilets.",1
Short Quote (10–25 words),10,3285,length_match,That is the thought pattern that keeps most people poor.,1
Short Quote (10–25 words),10,3287,length_match,"Idontwants hold the key to your success, rich dad would say.",1
Short Quote (10–25 words),10,3288,length_match,"Because I, too, do not want to fix toilets, I shop hard for a property manager who does fix toilets.",1
Short Quote (10–25 words),10,3289,length_match,"And by finding a great property manager who runs houses or apartments, well, my cash flow goes up.",1
Short Quote (10–25 words),10,3290,length_match,"But, more importantly, a great property manager allows me to buy a lot more real estate since I dont have to fix toilets.",1
Short Quote (10–25 words),10,3291,length_match,A great property manager is key to success in real estate.,1
Short Quote (10–25 words),10,3292,length_match,Finding a good manager is more important to me than the real estate.,1
Short Quote (10–25 words),10,3293,length_match,"A great property manager often hears of great deals before real estate agents do, which makes them even more valuable.",1
Short Quote (10–25 words),10,3294,length_match,That is what rich dad meant by Idontwants hold the key to your success.,1
Short Quote (10–25 words),10,3296,length_match,The people who continue to say I dont want to fix toilets often deny themselves the use of this powerful investment vehicle.,1
Investment Advice,10,3296,invest,The people who continue to say I dont want to fix toilets often deny themselves the use of this powerful investment vehicle.,3
Short Quote (10–25 words),10,3298,length_match,"In the stock market, I often hear people say, I dont want to lose money.",1
Money Terms,10,3298,money,"In the stock market, I often hear people say, I dont want to lose money.",2
Short Quote (10–25 words),10,3299,length_match,"Well, what makes them think I or anyone else likes losing money?",1
Money Terms,10,3299,money,"Well, what makes them think I or anyone else likes losing money?",2
Short Quote (10–25 words),10,3300,length_match,They dont make money because they choose to not lose money.,1
Money Terms,10,3300,money,They dont make money because they choose to not lose money.,2
Short Quote (10–25 words),10,3301,length_match,"Instead of analyzing, they close their minds to another powerful investment vehicle, the stock market.",1
Investment Advice,10,3301,invest,"Instead of analyzing, they close their minds to another powerful investment vehicle, the stock market.",3
Short Quote (10–25 words),10,3302,length_match,I was riding with a friend past our neighborhood gas station.,1
Short Quote (10–25 words),10,3303,length_match,He looked up and saw that the price of gas was going up and thus the price of oil.,1
Short Quote (10–25 words),10,3304,length_match,My friend is a worry wart or a Chicken Little.,1
Short Quote (10–25 words),10,3305,length_match,"To him, the sky is always going to fall, and it usually does, on him.",1
Short Quote (10–25 words),10,3307,length_match,"With that information, I immediately began looking for and found a new, undervalued oil company that was about to find some oil deposits.",1
Short Quote (10–25 words),10,3308,length_match,"My broker was excited about this new company, and I bought 15,000 shares for 65 cents per share.",1
Short Quote (10–25 words),10,3312,length_match,And the price of gas will continue to go up if what my friend says is true.,1
Short Quote (10–25 words),10,3313,length_match,"If most people understood how a stop worked in stockmarket investing, there would be more people investing to win instead of investing not to lose.",1
Investment Advice,10,3313,invest,"If most people understood how a stop worked in stockmarket investing, there would be more people investing to win instead of investing not to lose.",3
Short Quote (10–25 words),10,3315,length_match,Its a great tool for those who are terrified of losing.,1
Short Quote (10–25 words),10,3316,length_match,"So whenever I hear people focusing on their Idontwants, rather than what they do want, I know the noise in their head must be loud.",1
Short Quote (10–25 words),10,3317,length_match,"Chicken Little has taken over their brain and is yelling, The sky is 138 Rich Dad Poor Dad falling, and toilets are breaking!",1
Rich vs Poor Mindset,10,3317,Rich Dad Poor,"Chicken Little has taken over their brain and is yelling, The sky is 138 Rich Dad Poor Dad falling, and toilets are breaking!",4
Short Quote (10–25 words),10,3318,length_match,"So they avoid their dontwants, but they pay a huge price.",1
Short Quote (10–25 words),10,3320,length_match,"Instead of analyzing, their inner Chicken Little closes their mind.",1
Short Quote (10–25 words),10,3321,length_match,Rich dad gave me a way of looking at Chicken Little.,1
Short Quote (10–25 words),10,3323,length_match,"At the age of 66, he lost his business and began to live on his Social Security check.",1
Business & Education,10,3323,business,"At the age of 66, he lost his business and began to live on his Social Security check.",2
Short Quote (10–25 words),10,3325,length_match,He went around the country selling his recipe for fried chicken.,1
Short Quote (10–25 words),10,3326,length_match,"He was turned down 1,009 times before someone said yes.",1
Short Quote (10–25 words),10,3327,length_match,And he went on to become a multimillionaire at an age when most people are quitting.,1
Short Quote (10–25 words),10,3328,length_match,"He was a brave and tenacious man, rich dad said of Harlan Sanders.",1
Short Quote (10–25 words),10,3329,length_match,"So when youre in doubt and feeling a little afraid, just do what Colonel Sanders did to his little chicken.",1
Short Quote (10–25 words),10,3332,length_match,We have all heard stories of a businessman who works hard to earn money.,1
Money Terms,10,3332,earn,We have all heard stories of a businessman who works hard to earn money.,2
Business & Education,10,3332,business,We have all heard stories of a businessman who works hard to earn money.,2
Short Quote (10–25 words),10,3333,length_match,He works hard to be a good provider for his wife and children.,1
Short Quote (10–25 words),10,3334,length_match,He spends long hours at the office and brings work home on weekends.,1
Short Quote (10–25 words),10,3337,length_match,"He knew he and his wife had problems, but rather than work to make the relationship strong, he stayed busy at work.",1
Short Quote (10–25 words),10,3338,length_match,"Dismayed, his performance at work slips and he loses his job.",1
Short Quote (10–25 words),10,3339,length_match,"Today, I often meet people who are too busy to take care of their wealth.",1
Wealth Building,10,3339,wealth,"Today, I often meet people who are too busy to take care of their wealth.",4
Short Quote (10–25 words),10,3340,length_match,And there are people too busy to take care of their health.,1
Short Quote (10–25 words),10,3342,length_match,"Theyre busy, and they stay busy as a way of avoiding something they do not want to face.",1
Short Quote (10–25 words),10,3345,length_match,"In fact, if you remind them, they often respond with anger or irritation.",1
Short Quote (10–25 words),10,3346,length_match,"If they arent busy at work or with the kids, theyre often busy watching TV, fishing, playing golf, or shopping.",1
Short Quote (10–25 words),10,3347,length_match,Yet deep down they know they are avoiding something important.,1
Short Quote (10–25 words),10,3348,length_match,Thats the most common form of laziness laziness by staying busy.,1
Short Quote (10–25 words),10,3351,length_match,"For many of us, we were raised thinking of greed or desire as bad.",1
Mindset & Thinking,10,3351,thinking,"For many of us, we were raised thinking of greed or desire as bad.",3
Short Quote (10–25 words),10,3352,length_match,"Greedy people are bad people, my mom used to say.",1
Short Quote (10–25 words),10,3353,length_match,"Yet we all have inside of us this yearning to have nice, new, or exciting things.",1
Short Quote (10–25 words),10,3354,length_match,"139 Chapter Seven Overcoming Obstacles So to keep that emotion of desire under control, often parents find ways of suppressing that desire with guilt.",1
Money Terms,10,3360,money,Do you think were made of money?,2
Money Terms,10,3361,money,Do you think money grows on trees?,2
Short Quote (10–25 words),10,3363,length_match,"It wasnt so much the words, but the angry guilt trip that went with the words that got to me.",1
Short Quote (10–25 words),10,3364,length_match,Or the reverse guilt trip was the Im sacrificing my life to buy this for you.,1
Short Quote (10–25 words),10,3365,length_match,Im buying this for you because I never had this advantage when I was a kid.,1
Short Quote (10–25 words),10,3366,length_match,I have a neighbor who is stonebroke but cant park his car in his garage.,1
Short Quote (10–25 words),10,3369,length_match,I dont want them to know the Rich dad believed feeling of want are his everyday that the words words.,1
Short Quote (10–25 words),10,3370,length_match,"He has nothing set aside for I cant afford it their college or his retirement, but shut down your brain.",1
Short Quote (10–25 words),10,3373,length_match,"He recently got a new credit card in opens up possibilities, the mail and took his kids to visit Las excitement, and dreams.",1
Short Quote (10–25 words),10,3375,length_match,"Im doing it for the kids, he said with great sacrifice.",1
Short Quote (10–25 words),10,3378,length_match,"Instead, rich dad required his children to say, How can I afford it?",1
Short Quote (10–25 words),10,3379,length_match,He believed that the words I cant afford it shut down your brain.,1
Short Quote (10–25 words),10,3382,length_match,opened up the brain and forced it to think and search for answers.,1
Short Quote (10–25 words),10,3383,length_match,"But most importantly, he felt the words, I cant afford it, were a lie.",1
Short Quote (10–25 words),10,3385,length_match,"The human spirit is very, very powerful, he would say.",1
Short Quote (10–25 words),10,3387,length_match,"By having a lazy mind that says, I cant afford it, a war breaks out inside you.",1
Short Quote (10–25 words),10,3388,length_match,"Your spirit is angry, and your lazy mind must defend its lie.",1
Short Quote (10–25 words),10,3393,length_match,"Or the human 140 Rich Dad Poor Dad spirit says, Im sick and tired of being poor.",1
